,Wind Speed
572,T. Storm
573,T. Storm
574,T. Storm
575,T. Depression
576,T. Storm
577,T. Storm
578,T. Storm
579,T. Storm
580,T. Depression
581,T. Depression
582,T. Storm
583,T. Storm
584,Category 1
585,T. Depression
586,Category 1
587,T. Depression
588,T. Depression
589,T. Depression
590,T. Depression
591,T. Storm
592,T. Storm
593,T. Storm
594,T. Depression
595,T. Depression
596,T. Depression
597,T. Depression
598,T. Storm
599,T. Storm
600,Category 1
601,Category 2
602,T. Depression
603,T. Storm
604,T. Storm
605,T. Storm
606,T. Storm
607,T. Depression
608,T. Depression
609,T. Depression
610,T. Storm
611,T. Storm
612,T. Storm
613,T. Storm
614,Category 1
615,Category 1
616,T. Depression
617,T. Depression
618,T. Depression
619,T. Depression
620,T. Storm
621,T. Storm
622,T. Depression
623,T. Storm
624,T. Storm
625,T. Storm
626,T. Storm
627,T. Storm
628,T. Depression
629,T. Storm
630,T. Storm
631,Category 1
632,Category 4
633,T. Depression
634,T. Depression
635,T. Storm
636,T. Depression
637,Category 1
638,T. Storm
639,T. Depression
640,T. Storm
641,T. Depression
642,T. Storm
643,T. Depression
644,T. Storm
645,T. Depression
646,T. Storm
647,T. Depression
648,T. Storm
649,T. Storm
650,T. Storm
651,T. Storm
652,T. Depression
653,Category 1
654,T. Storm
655,T. Storm
656,T. Storm
657,T. Storm
658,T. Storm
659,Category 1
660,T. Storm
661,T. Storm
662,T. Storm
663,T. Depression
664,T. Storm
665,T. Storm
666,T. Depression
667,T. Storm
668,T. Storm
669,T. Storm
670,T. Storm
671,T. Storm
672,T. Depression
673,T. Depression
674,T. Storm
675,T. Storm
676,Category 1
677,T. Depression
678,T. Storm
679,T. Storm
680,T. Storm
681,T. Depression
682,Category 1
683,Category 1
684,Category 4
685,T. Depression
686,T. Storm
687,T. Storm
688,T. Storm
689,T. Storm
690,T. Storm
691,T. Storm
692,T. Storm
693,Category 2
694,T. Depression
695,Category 1
696,T. Storm
697,T. Storm
698,T. Depression
699,Category 1
700,Category 1
701,T. Storm
702,T. Storm
703,Category 1
704,Category 2
705,T. Storm
706,Category 1
707,T. Depression
708,T. Depression
709,T. Storm
710,T. Depression
711,T. Depression
712,T. Storm
713,T. Storm
714,T. Depression
715,Category 1
716,T. Depression
717,Category 2
718,Category 5
719,T. Depression
720,T. Storm
721,T. Depression
722,Category 4
723,T. Depression
724,T. Storm
725,T. Storm
726,Category 1
727,T. Storm
728,T. Storm
729,T. Storm
730,T. Depression
731,T. Depression
732,Category 1
733,T. Storm
734,T. Depression
735,T. Storm
736,Category 1
737,Category 3
738,T. Storm
739,T. Storm
740,T. Storm
741,T. Storm
742,T. Depression
743,T. Storm
744,Category 3
745,T. Storm
746,T. Storm
747,T. Storm
748,Category 4
749,T. Depression
750,T. Depression
751,T. Depression
752,Category 3
753,Category 1
754,T. Storm
755,Category 1
756,T. Depression
757,T. Storm
758,T. Storm
759,T. Depression
760,T. Storm
761,T. Depression
762,T. Storm
763,Category 1
764,T. Storm
765,T. Depression
766,T. Depression
767,T. Storm
768,T. Depression
769,T. Storm
770,T. Storm
771,Category 1
772,T. Depression
773,T. Storm
774,T. Storm
775,T. Storm
776,T. Storm
777,Category 2
778,Category 1
779,T. Storm
780,T. Storm
781,T. Storm
782,T. Depression
783,Category 4
784,T. Depression
785,T. Storm
786,T. Depression
787,T. Depression
788,T. Depression
789,T. Depression
790,T. Storm
791,T. Storm
792,T. Depression
793,T. Storm
794,Category 4
795,T. Storm
796,T. Depression
797,T. Depression
798,Category 5
799,T. Storm
800,T. Depression
801,Category 1
802,T. Storm
803,Category 1
804,T. Storm
805,T. Storm
806,Category 1
807,T. Depression
808,T. Storm
809,Category 1
810,T. Depression
811,Category 2
812,T. Storm
813,T. Depression
814,Category 3
815,Category 2
816,Category 4
817,T. Depression
818,Category 3
819,Category 2
820,T. Storm
821,T. Storm
822,T. Storm
823,T. Storm
824,T. Depression
825,Category 3
826,T. Storm
827,T. Storm
828,Category 1
829,T. Storm
830,Category 2
831,T. Storm
832,T. Storm
833,Category 2
834,Category 2
835,T. Storm
836,T. Storm
837,T. Storm
838,T. Depression
839,T. Depression
840,T. Depression
841,T. Storm
842,T. Storm
843,Category 1
844,T. Depression
845,Category 1
846,T. Depression
847,T. Storm
848,T. Depression
849,T. Depression
850,T. Storm
851,T. Storm
852,T. Storm
853,T. Storm
854,T. Storm
855,Category 4
856,Category 1
857,T. Storm
858,Category 4
859,T. Storm
860,T. Storm
861,T. Depression
862,Category 2
863,T. Depression
864,T. Storm
865,T. Depression
866,T. Depression
867,T. Storm
868,T. Storm
869,T. Depression
870,T. Storm
871,Category 4
872,T. Depression
873,Category 1
874,T. Storm
875,T. Storm
876,T. Storm
877,Category 1
878,T. Depression
879,T. Storm
880,T. Storm
881,T. Depression
882,T. Storm
883,T. Depression
884,Category 1
885,T. Depression
886,Category 1
887,T. Depression
888,T. Storm
889,T. Storm
890,T. Storm
891,T. Depression
892,Category 2
893,T. Depression
894,T. Storm
895,Category 1
896,T. Storm
897,T. Storm
898,Category 3
899,T. Storm
900,T. Storm
901,T. Storm
902,T. Storm
903,Category 1
904,Category 1
905,T. Storm
906,T. Depression
907,T. Storm
908,T. Storm
909,Category 2
910,T. Storm
911,Category 3
912,T. Storm
913,T. Storm
914,T. Storm
915,Category 1
916,T. Storm
917,Category 1
918,T. Storm
919,Category 3
920,T. Depression
921,T. Storm
922,T. Storm
923,T. Storm
924,T. Storm
925,Category 1
926,Category 1
927,T. Depression
928,Category 1
929,T. Depression
930,Category 2
931,T. Storm
932,T. Depression
933,T. Storm
934,T. Storm
935,Category 1
936,T. Storm
937,T. Storm
938,T. Storm
939,T. Storm
940,T. Depression
941,Category 1
942,Category 3
943,T. Storm
944,T. Depression
945,Category 5
946,T. Depression
947,T. Depression
948,T. Depression
949,T. Depression
950,T. Storm
951,Category 3
952,Category 1
953,T. Storm
954,T. Storm
955,T. Depression
956,Category 3
957,T. Depression
958,Category 1
959,T. Storm
960,T. Depression
961,T. Depression
962,T. Depression
963,T. Storm
964,Category 3
965,T. Storm
966,Category 2
967,T. Depression
968,Category 1
969,T. Storm
970,T. Depression
971,T. Storm
972,T. Storm
973,T. Storm
974,T. Depression
975,T. Depression
976,T. Storm
977,T. Depression
978,Category 2
979,T. Storm
980,T. Storm
981,Category 1
982,T. Depression
983,T. Depression
984,T. Depression
985,T. Storm
986,T. Storm
987,T. Storm
988,T. Depression
989,T. Storm
990,T. Depression
991,Category 1
992,T. Storm
993,Category 2
994,T. Storm
995,T. Depression
996,T. Storm
997,T. Depression
998,T. Storm
999,T. Depression
1000,T. Storm
1001,Category 1
1002,Category 1
1003,Category 1
1004,Category 1
1005,Category 3
1006,Category 1
1007,T. Storm
1008,T. Storm
1009,Category 1
1010,T. Storm
1011,T. Storm
1012,T. Storm
1013,Category 1
1014,T. Depression
1015,Category 3
1016,T. Depression
1017,Category 1
1018,Category 4
1019,T. Storm
1020,T. Depression
1021,T. Storm
1022,T. Depression
1023,T. Depression
1024,T. Storm
1025,T. Storm
1026,T. Storm
1027,T. Storm
1028,T. Depression
1029,T. Depression
1030,T. Depression
1031,T. Storm
1032,T. Storm
1033,T. Storm
1034,T. Storm
1035,T. Depression
1036,Category 3
1037,T. Storm
1038,T. Storm
1039,Category 3
1040,Category 1
1041,T. Storm
1042,T. Storm
1043,Category 1
1044,T. Storm
1045,T. Storm
1046,T. Storm
1047,T. Storm
1048,Category 1
1049,T. Depression
1050,Category 1
1051,T. Depression
1052,Category 4
1053,T. Depression
1054,T. Storm
1055,T. Depression
1056,T. Depression
1057,T. Depression
1058,Category 1
1059,Category 2
1060,Category 2
1061,T. Depression
1062,T. Depression
1063,T. Storm
1064,Category 3
1065,Category 3
1066,T. Storm
1067,T. Storm
1068,T. Depression
1069,T. Storm
1070,T. Depression
1071,T. Depression
1072,Category 1
1073,Category 3
1074,T. Storm
1075,T. Storm
1076,T. Depression
1077,T. Depression
1078,T. Depression
1079,Category 3
1080,T. Storm
1081,T. Storm
1082,T. Depression
1083,T. Storm
1084,Category 1
1085,Category 4
1086,T. Depression
1087,T. Depression
1088,T. Depression
1089,T. Depression
1090,Category 1
1091,T. Depression
1092,T. Storm
1093,T. Storm
1094,T. Storm
1095,T. Depression
1096,T. Storm
1097,T. Storm
1098,T. Depression
1099,Category 5
1100,T. Storm
1101,T. Storm
1102,Category 1
1103,T. Storm
1104,T. Storm
1105,T. Depression
1106,T. Depression
1107,T. Depression
1108,Category 2
1109,T. Storm
1110,T. Depression
1111,T. Depression
1112,T. Depression
1113,T. Storm
1114,T. Storm
1115,T. Storm
1116,T. Storm
1117,T. Depression
1118,T. Depression
1119,Category 3
1120,Category 1
1121,Category 1
1122,T. Storm
1123,Category 1
1124,T. Storm
1125,T. Storm
1126,T. Storm
1127,T. Storm
1128,T. Depression
1129,T. Depression
1130,T. Storm
1131,T. Storm
1132,T. Storm
1133,T. Storm
1134,T. Depression
1135,T. Storm
1136,Category 2
1137,T. Storm
1138,Category 1
1139,T. Storm
1140,Category 4
1141,T. Depression
1142,T. Storm
1143,T. Storm
1144,T. Depression
1145,T. Storm
1146,T. Depression
1147,T. Depression
1148,T. Storm
1149,Category 1
1150,Category 3
1151,Category 2
1152,T. Depression
1153,Category 1
1154,T. Storm
1155,T. Depression
1156,T. Depression
1157,T. Storm
1158,T. Storm
1159,T. Storm
1160,T. Depression
1161,T. Depression
1162,T. Storm
1163,Category 2
1164,T. Storm
1165,T. Storm
1166,T. Depression
1167,Category 3
1168,Category 1
1169,T. Storm
1170,T. Depression
1171,T. Storm
1172,Category 1
1173,Category 5
1174,T. Storm
1175,T. Depression
1176,T. Depression
1177,Category 1
1178,T. Storm
1179,T. Storm
1180,T. Storm
1181,T. Depression
1182,T. Storm
1183,T. Storm
1184,T. Storm
1185,T. Depression
1186,Category 1
1187,T. Storm
1188,T. Storm
1189,T. Storm
1190,T. Storm
1191,T. Storm
1192,T. Depression
1193,T. Storm
1194,T. Storm
1195,T. Depression
1196,T. Storm
1197,T. Depression
1198,Category 1
1199,Category 3
1200,T. Storm
1201,T. Storm
1202,Category 2
1203,T. Storm
1204,T. Depression
1205,T. Storm
1206,T. Depression
1207,T. Depression
1208,Category 2
1209,T. Depression
1210,T. Storm
1211,T. Storm
1212,Category 1
1213,Category 1
1214,T. Depression
1215,Category 1
1216,T. Depression
1217,T. Storm
1218,T. Storm
1219,Category 1
1220,Category 1
1221,Category 5
1222,T. Depression
1223,Category 3
1224,Category 5
1225,T. Depression
1226,T. Storm
1227,T. Storm
1228,Category 1
1229,T. Depression
1230,T. Storm
1231,Category 3
1232,T. Depression
1233,Category 1
1234,T. Depression
1235,T. Storm
1236,T. Storm
1237,T. Storm
1238,T. Depression
1239,Category 1
1240,T. Storm
1241,Category 2
1242,T. Storm
1243,Category 4
1244,T. Storm
1245,Category 1
1246,Category 1
1247,T. Storm
1248,Category 2
1249,T. Depression
1250,T. Depression
1251,T. Depression
1252,Category 1
1253,Category 3
1254,T. Storm
1255,T. Storm
1256,T. Storm
1257,T. Storm
1258,T. Storm
1259,T. Depression
1260,Category 1
1261,T. Storm
1262,Category 5
1263,T. Storm
1264,T. Storm
1265,Category 1
1266,T. Storm
1267,T. Depression
1268,T. Depression
1269,T. Storm
1270,T. Storm
1271,T. Depression
1272,Category 4
1273,Category 1
1274,T. Depression
1275,T. Depression
1276,T. Storm
1277,T. Storm
1278,T. Storm
1279,Category 3
1280,T. Storm
1281,T. Storm
1282,T. Storm
1283,T. Storm
1284,T. Storm
1285,T. Storm
1286,Category 1
1287,T. Depression
1288,T. Storm
1289,T. Storm
1290,T. Storm
1291,T. Storm
1292,T. Storm
1293,T. Depression
1294,T. Storm
1295,Category 1
1296,T. Storm
1297,Category 1
1298,Category 1
1299,T. Storm
1300,T. Storm
1301,T. Storm
1302,T. Storm
1303,Category 2
1304,T. Depression
1305,T. Storm
1306,Category 1
1307,T. Storm
1308,Category 1
1309,T. Depression
1310,T. Storm
1311,T. Storm
1312,T. Storm
1313,T. Storm
1314,T. Storm
1315,T. Depression
1316,T. Storm
1317,T. Storm
1318,Category 2
1319,T. Storm
1320,T. Depression
1321,Category 1
1322,T. Storm
1323,T. Depression
1324,T. Storm
1325,T. Storm
1326,T. Storm
1327,T. Storm
1328,T. Depression
1329,T. Depression
1330,T. Depression
1331,T. Storm
1332,Category 4
1333,Category 1
1334,T. Storm
1335,T. Storm
1336,T. Depression
1337,T. Depression
1338,T. Storm
1339,Category 4
1340,Category 1
1341,T. Storm
1342,T. Depression
1343,T. Depression
1344,T. Depression
1345,T. Depression
1346,T. Depression
1347,T. Depression
1348,T. Storm
1349,T. Depression
1350,Category 1
1351,T. Storm
1352,T. Storm
1353,T. Storm
1354,T. Depression
1355,T. Storm
1356,T. Storm
1357,Category 1
1358,T. Storm
1359,T. Storm
1360,T. Depression
1361,T. Depression
1362,T. Depression
1363,T. Depression
1364,T. Storm
1365,T. Depression
1366,Category 1
1367,T. Storm
1368,Category 1
1369,T. Storm
1370,T. Storm
1371,Category 3
1372,T. Storm
1373,Category 1
1374,T. Depression
1375,T. Storm
1376,T. Storm
1377,T. Storm
1378,Category 3
1379,T. Storm
1380,T. Depression
1381,Category 1
1382,T. Storm
1383,T. Depression
1384,T. Depression
1385,T. Storm
1386,T. Storm
1387,T. Storm
1388,T. Depression
1389,T. Depression
1390,T. Depression
1391,T. Depression
1392,T. Storm
1393,T. Storm
1394,Category 2
1395,T. Storm
1396,T. Depression
1397,T. Depression
1398,T. Storm
1399,T. Depression
1400,Category 4
1401,T. Storm
1402,Category 5
1403,T. Depression
1404,T. Storm
1405,T. Storm
1406,T. Storm
1407,Category 2
1408,T. Depression
1409,T. Storm
1410,T. Depression
1411,Category 2
1412,T. Depression
1413,Category 3
1414,T. Storm
1415,Category 1
1416,T. Storm
1417,T. Depression
1418,Category 2
1419,T. Depression
1420,Category 2
1421,Category 1
1422,T. Depression
1423,T. Storm
1424,T. Depression
1425,T. Storm
1426,T. Depression
1427,Category 1
1428,T. Depression
1429,T. Storm
1430,T. Storm
1431,T. Depression
1432,T. Depression
1433,T. Depression
1434,Category 3
1435,Category 2
1436,T. Storm
1437,Category 1
1438,Category 1
1439,T. Storm
1440,T. Storm
1441,T. Depression
1442,T. Depression
1443,T. Storm
1444,Category 3
1445,T. Storm
1446,T. Storm
1447,T. Storm
1448,T. Storm
1449,T. Depression
1450,T. Storm
1451,T. Depression
1452,T. Storm
1453,Category 4
1454,Category 1
1455,Category 1
1456,T. Storm
1457,T. Storm
1458,T. Storm
1459,Category 1
1460,T. Depression
1461,T. Depression
1462,T. Storm
1463,T. Storm
1464,T. Storm
1465,T. Depression
1466,Category 1
1467,Category 3
1468,T. Storm
1469,Category 1
1470,T. Depression
1471,T. Depression
1472,T. Depression
1473,T. Storm
1474,T. Depression
1475,T. Storm
1476,T. Depression
1477,T. Storm
1478,Category 2
1479,T. Depression
1480,T. Storm
1481,Category 1
1482,T. Storm
1483,T. Depression
1484,T. Depression
1485,T. Storm
1486,Category 1
1487,T. Depression
1488,T. Storm
1489,T. Depression
1490,T. Storm
1491,T. Storm
1492,T. Storm
1493,T. Depression
1494,Category 1
1495,Category 1
1496,T. Storm
1497,T. Storm
1498,Category 3
1499,T. Storm
1500,T. Storm
1501,T. Depression
1502,Category 1
1503,Category 1
1504,Category 3
1505,Category 2
1506,T. Storm
1507,T. Storm
1508,Category 2
1509,T. Storm
1510,T. Storm
1511,T. Storm
1512,T. Depression
1513,T. Storm
1514,T. Depression
1515,T. Depression
1516,T. Depression
1517,T. Storm
1518,Category 4
1519,T. Storm
1520,T. Depression
1521,T. Storm
1522,T. Depression
1523,Category 4
1524,Category 1
1525,T. Depression
1526,T. Depression
1527,Category 5
1528,T. Storm
1529,T. Storm
1530,T. Depression
1531,Category 4
1532,T. Depression
1533,T. Storm
1534,T. Storm
1535,T. Storm
1536,T. Storm
1537,T. Storm
1538,Category 4
1539,T. Storm
1540,T. Storm
1541,T. Depression
1542,T. Depression
1543,T. Storm
1544,T. Storm
1545,T. Storm
1546,T. Depression
1547,T. Storm
1548,T. Storm
1549,T. Depression
1550,T. Depression
1551,T. Storm
1552,Category 1
1553,T. Storm
1554,T. Depression
1555,T. Depression
1556,Category 1
1557,T. Storm
1558,T. Depression
1559,T. Storm
1560,T. Storm
1561,T. Storm
1562,Category 1
1563,T. Storm
1564,T. Storm
1565,T. Storm
1566,T. Depression
1567,T. Depression
1568,T. Storm
1569,Category 1
1570,T. Storm
1571,Category 4
1572,T. Depression
1573,T. Storm
1574,Category 1
1575,Category 3
1576,T. Depression
1577,T. Depression
1578,T. Depression
1579,T. Storm
1580,T. Storm
1581,T. Depression
1582,T. Storm
1583,T. Depression
1584,T. Depression
1585,T. Depression
1586,T. Storm
1587,T. Storm
1588,Category 2
1589,Category 2
1590,T. Depression
1591,Category 4
1592,T. Depression
1593,T. Storm
1594,T. Depression
1595,T. Depression
1596,T. Depression
1597,T. Storm
1598,T. Depression
1599,T. Storm
1600,Category 1
1601,T. Storm
1602,T. Storm
1603,T. Depression
1604,T. Depression
1605,T. Storm
1606,T. Depression
1607,Category 4
1608,T. Depression
1609,T. Depression
1610,T. Depression
1611,Category 1
1612,T. Storm
1613,Category 3
1614,Category 1
1615,T. Depression
1616,Category 1
1617,Category 1
1618,T. Storm
1619,T. Depression
1620,T. Storm
1621,T. Depression
1622,Category 1
1623,T. Storm
1624,T. Storm
1625,Category 4
1626,T. Storm
1627,T. Depression
1628,T. Depression
1629,T. Depression
1630,T. Storm
1631,Category 2
1632,T. Storm
1633,T. Depression
1634,T. Depression
1635,T. Depression
1636,T. Storm
1637,Category 2
1638,T. Depression
1639,Category 1
1640,T. Depression
1641,T. Storm
1642,T. Depression
1643,T. Depression
1644,T. Depression
1645,T. Storm
1646,T. Storm
1647,T. Storm
1648,T. Depression
1649,T. Storm
1650,T. Storm
1651,Category 2
1652,Category 4
1653,Category 1
1654,Category 1
1655,T. Storm
1656,T. Storm
1657,T. Depression
1658,T. Storm
1659,T. Storm
1660,T. Storm
1661,T. Depression
1662,T. Storm
1663,T. Storm
1664,Category 1
1665,T. Storm
1666,Category 1
1667,T. Storm
1668,T. Storm
1669,T. Storm
1670,Category 2
1671,T. Storm
1672,T. Depression
1673,Category 2
1674,T. Storm
1675,T. Storm
1676,T. Storm
1677,T. Depression
1678,T. Storm
1679,T. Depression
1680,T. Storm
1681,T. Depression
1682,T. Storm
1683,T. Depression
1684,T. Storm
1685,Category 4
1686,Category 1
1687,T. Storm
1688,T. Depression
1689,T. Storm
1690,T. Storm
1691,Category 1
1692,T. Storm
1693,T. Depression
1694,T. Storm
1695,T. Storm
1696,Category 1
1697,T. Depression
1698,T. Storm
1699,T. Storm
1700,T. Storm
1701,T. Depression
1702,T. Storm
1703,Category 2
1704,Category 2
1705,T. Depression
1706,T. Depression
1707,T. Storm
1708,T. Storm
1709,T. Storm
