,Wind Speed
374,Category 2
375,T. Storm
376,T. Depression
377,T. Storm
378,Category 1
379,Category 2
380,T. Storm
381,T. Storm
382,Category 3
383,T. Depression
384,T. Storm
385,T. Storm
386,T. Depression
387,Category 1
388,T. Depression
389,Category 1
390,T. Storm
391,T. Depression
392,Category 4
393,T. Depression
394,T. Storm
395,T. Storm
396,T. Storm
397,T. Storm
398,T. Storm
399,T. Storm
400,Category 2
401,Category 1
402,T. Depression
403,T. Storm
404,T. Depression
405,T. Depression
406,T. Depression
407,T. Storm
408,Category 2
409,Category 1
410,T. Depression
411,T. Storm
412,T. Depression
413,T. Storm
414,T. Storm
415,Category 2
416,Category 2
417,T. Storm
418,T. Storm
419,T. Depression
420,T. Depression
421,T. Storm
422,T. Depression
423,Category 2
424,T. Depression
425,T. Depression
426,Category 5
427,Category 1
428,T. Storm
429,T. Depression
430,T. Storm
431,T. Storm
432,Category 1
433,T. Storm
434,Category 1
435,T. Storm
436,T. Depression
437,T. Storm
438,T. Depression
439,Category 4
440,Category 4
441,T. Storm
442,Category 1
443,T. Depression
444,Category 3
445,T. Storm
446,Category 4
447,T. Storm
448,T. Storm
449,T. Storm
450,Category 1
451,T. Depression
452,T. Depression
453,T. Storm
454,T. Depression
455,T. Storm
456,T. Storm
457,T. Storm
458,T. Storm
459,Category 5
460,Category 1
461,T. Depression
462,T. Depression
463,T. Storm
464,T. Depression
465,Category 5
466,T. Storm
467,T. Storm
468,Category 1
469,T. Storm
470,T. Storm
471,T. Depression
472,T. Storm
473,T. Depression
474,T. Storm
475,T. Storm
476,T. Storm
477,T. Storm
478,T. Depression
479,Category 1
480,Category 2
481,T. Depression
482,T. Storm
483,Category 1
484,T. Storm
485,Category 1
486,Category 1
487,T. Storm
488,Category 4
489,T. Depression
490,T. Storm
491,T. Storm
492,T. Storm
493,Category 4
494,Category 1
495,T. Storm
496,T. Depression
497,T. Depression
498,T. Storm
499,T. Depression
500,T. Storm
501,T. Depression
502,T. Depression
503,T. Depression
504,T. Storm
505,T. Storm
506,T. Storm
507,T. Depression
508,T. Storm
509,T. Storm
510,T. Storm
511,T. Storm
512,Category 4
513,T. Depression
514,T. Storm
515,Category 4
516,T. Storm
517,T. Storm
518,T. Storm
519,Category 3
520,T. Depression
521,Category 4
522,T. Depression
523,T. Depression
524,Category 4
525,T. Storm
526,T. Storm
527,T. Storm
528,T. Storm
529,Category 3
530,T. Storm
531,T. Storm
532,T. Storm
533,T. Depression
534,T. Depression
535,Category 1
536,T. Storm
537,T. Storm
538,Category 1
539,T. Depression
540,T. Depression
541,T. Storm
542,Category 5
543,T. Storm
544,T. Storm
545,Category 1
546,Category 2
547,T. Storm
548,T. Storm
549,T. Storm
550,T. Depression
551,T. Storm
552,Category 2
553,T. Depression
554,T. Depression
555,T. Storm
556,Category 1
557,T. Storm
558,T. Storm
559,T. Depression
560,T. Storm
561,Category 1
562,T. Storm
563,T. Storm
564,T. Storm
565,Category 3
566,T. Storm
567,T. Storm
568,T. Storm
569,T. Storm
570,T. Depression
571,T. Storm
572,T. Storm
573,T. Storm
574,Category 1
575,T. Depression
576,T. Storm
577,T. Storm
578,T. Storm
579,T. Depression
580,T. Storm
581,T. Storm
582,T. Storm
583,Category 4
584,Category 1
585,T. Storm
586,Category 1
587,T. Storm
588,Category 1
589,T. Depression
590,T. Storm
591,T. Storm
592,Category 3
593,T. Storm
594,T. Depression
595,T. Storm
596,Category 1
597,T. Storm
598,T. Storm
599,T. Storm
600,Category 3
601,T. Depression
602,T. Depression
603,T. Storm
604,Category 2
605,Category 4
606,Category 1
607,Category 2
608,T. Depression
609,T. Depression
610,Category 1
611,T. Storm
612,Category 1
613,T. Storm
614,T. Depression
615,T. Depression
616,T. Depression
617,Category 3
618,Category 3
619,T. Depression
620,Category 1
621,T. Storm
622,T. Storm
623,T. Depression
624,T. Storm
625,T. Storm
626,T. Depression
627,T. Storm
628,Category 1
629,Category 2
630,T. Storm
631,T. Depression
632,T. Storm
633,Category 2
634,T. Depression
635,Category 1
636,T. Storm
637,Category 3
638,T. Storm
639,Category 3
640,T. Depression
641,Category 1
642,T. Storm
643,Category 4
644,T. Depression
645,T. Storm
646,Category 2
647,T. Storm
648,T. Depression
649,T. Depression
650,T. Depression
651,T. Depression
652,T. Storm
653,Category 4
654,T. Depression
655,T. Storm
656,Category 3
657,T. Depression
658,T. Storm
659,T. Depression
660,T. Storm
661,T. Storm
662,T. Storm
663,T. Storm
664,T. Depression
665,T. Storm
666,T. Depression
667,T. Depression
668,T. Depression
669,T. Storm
670,Category 2
671,Category 4
672,T. Storm
673,T. Depression
674,T. Storm
675,Category 1
676,T. Storm
677,T. Storm
678,T. Depression
679,T. Storm
680,T. Storm
681,T. Storm
682,T. Depression
683,T. Storm
684,Category 5
685,T. Depression
686,Category 1
687,T. Depression
688,T. Storm
689,T. Storm
690,T. Storm
691,T. Depression
692,T. Depression
693,Category 2
694,T. Depression
695,T. Storm
696,Category 4
697,T. Storm
698,Category 1
699,T. Storm
700,T. Depression
701,T. Storm
702,Category 3
703,T. Storm
704,T. Depression
705,T. Depression
706,Category 3
707,T. Depression
708,Category 4
709,T. Depression
710,T. Depression
711,T. Storm
712,Category 3
713,Category 1
714,Category 3
715,T. Storm
716,T. Depression
717,Category 1
718,T. Depression
719,T. Depression
720,T. Depression
721,T. Storm
722,T. Storm
723,T. Storm
724,T. Storm
725,Category 1
726,T. Storm
727,T. Storm
728,Category 1
729,T. Storm
730,T. Depression
731,T. Storm
732,T. Depression
733,Category 1
734,T. Depression
735,Category 1
736,T. Storm
737,Category 1
738,Category 5
739,T. Storm
740,T. Depression
741,T. Storm
742,T. Storm
743,T. Storm
744,Category 1
745,T. Depression
746,T. Storm
747,Category 4
748,T. Storm
749,T. Depression
750,Category 1
751,T. Storm
752,Category 2
753,T. Storm
754,Category 3
755,T. Depression
756,T. Storm
757,T. Depression
758,Category 1
759,Category 2
760,T. Depression
761,T. Depression
762,Category 4
763,T. Storm
764,T. Depression
765,T. Storm
766,T. Depression
767,Category 1
768,Category 2
769,T. Storm
770,Category 2
771,Category 3
772,T. Storm
773,T. Depression
774,T. Storm
775,Category 1
776,T. Depression
777,T. Storm
778,T. Storm
779,Category 5
780,T. Storm
781,T. Storm
782,T. Storm
783,T. Storm
784,Category 2
785,Category 1
786,T. Depression
787,T. Depression
788,T. Storm
789,T. Storm
790,Category 5
791,T. Storm
792,T. Depression
793,T. Storm
794,T. Depression
795,T. Storm
796,T. Storm
797,Category 1
798,Category 1
799,T. Depression
800,T. Depression
801,T. Depression
802,T. Storm
803,T. Storm
804,Category 1
805,T. Depression
806,Category 2
807,T. Depression
808,T. Depression
809,T. Storm
810,T. Depression
811,Category 1
812,T. Storm
813,T. Depression
814,Category 1
815,T. Depression
816,T. Storm
817,T. Storm
818,T. Depression
819,Category 1
820,Category 4
821,T. Storm
822,T. Depression
823,Category 2
824,T. Storm
825,T. Storm
826,T. Depression
827,T. Storm
828,T. Storm
829,T. Storm
830,Category 1
831,T. Storm
832,T. Depression
833,T. Depression
834,Category 1
835,Category 3
836,Category 4
837,Category 2
838,Category 1
839,T. Storm
840,T. Storm
841,T. Storm
842,T. Storm
843,T. Depression
844,T. Depression
845,T. Storm
846,T. Storm
847,T. Storm
848,T. Storm
849,T. Storm
850,Category 3
851,T. Storm
852,T. Storm
853,T. Storm
854,T. Depression
855,T. Storm
856,T. Depression
857,T. Storm
858,T. Depression
859,Category 3
860,T. Storm
861,T. Storm
862,T. Depression
863,T. Depression
864,T. Storm
865,T. Depression
866,T. Depression
867,T. Depression
868,T. Storm
869,T. Storm
870,T. Depression
871,T. Storm
872,T. Depression
873,T. Storm
874,T. Depression
875,T. Depression
876,T. Storm
877,T. Depression
878,T. Storm
879,Category 2
880,Category 3
881,T. Storm
882,T. Storm
883,Category 5
884,T. Depression
885,T. Storm
886,Category 1
887,T. Depression
888,T. Storm
889,T. Depression
890,Category 4
891,T. Storm
892,T. Depression
893,T. Storm
894,Category 1
895,Category 1
896,T. Storm
897,Category 4
898,T. Storm
899,T. Depression
900,Category 1
901,T. Storm
902,T. Depression
903,Category 4
904,Category 3
905,Category 1
906,T. Storm
907,T. Storm
908,T. Depression
909,Category 1
910,Category 1
911,T. Storm
912,T. Depression
913,T. Depression
914,T. Depression
915,T. Storm
916,T. Storm
917,Category 4
918,T. Storm
919,T. Depression
920,Category 4
921,T. Storm
922,T. Depression
923,T. Depression
924,T. Depression
925,T. Storm
926,T. Storm
927,Category 3
928,Category 1
929,T. Depression
930,T. Storm
931,T. Storm
932,T. Depression
933,T. Storm
934,Category 1
935,T. Storm
936,T. Depression
937,T. Depression
938,T. Storm
939,T. Storm
940,T. Depression
941,T. Storm
942,T. Storm
943,T. Depression
944,Category 5
945,T. Depression
946,Category 2
947,T. Depression
948,T. Depression
949,T. Depression
950,T. Depression
951,T. Storm
952,T. Storm
953,Category 4
954,Category 3
955,T. Depression
956,T. Depression
957,T. Storm
958,T. Storm
959,T. Storm
960,T. Depression
961,Category 2
962,T. Depression
963,Category 1
964,Category 4
965,T. Storm
966,Category 3
967,T. Storm
968,T. Storm
969,T. Depression
970,T. Depression
971,T. Storm
972,T. Storm
973,T. Storm
974,T. Storm
975,T. Depression
976,T. Storm
977,T. Depression
978,T. Storm
979,T. Depression
980,T. Depression
981,Category 3
982,Category 3
983,T. Storm
984,T. Storm
985,Category 4
986,T. Depression
987,Category 1
988,T. Depression
989,T. Storm
990,T. Storm
991,Category 2
992,T. Storm
993,Category 5
994,T. Storm
995,T. Storm
996,Category 3
997,Category 3
998,T. Storm
999,T. Storm
1000,T. Storm
1001,Category 1
1002,T. Storm
1003,T. Storm
1004,T. Storm
1005,T. Storm
1006,T. Storm
1007,Category 1
1008,Category 1
1009,T. Storm
1010,T. Depression
1011,Category 3
1012,T. Storm
1013,T. Storm
1014,T. Storm
1015,T. Storm
1016,T. Depression
1017,Category 5
1018,T. Storm
1019,T. Depression
1020,T. Storm
1021,T. Storm
1022,T. Depression
1023,T. Storm
1024,Category 1
1025,T. Depression
1026,T. Depression
1027,T. Storm
1028,T. Storm
1029,T. Storm
1030,T. Storm
1031,Category 1
1032,Category 1
1033,Category 1
1034,Category 5
1035,Category 3
1036,T. Storm
1037,T. Storm
1038,Category 1
1039,T. Depression
1040,T. Depression
1041,Category 1
1042,T. Depression
1043,T. Storm
1044,T. Depression
1045,T. Depression
1046,Category 1
1047,T. Depression
1048,Category 1
1049,T. Depression
1050,T. Storm
1051,T. Depression
1052,T. Depression
1053,Category 1
1054,T. Depression
1055,Category 1
1056,T. Storm
1057,Category 1
1058,T. Storm
1059,Category 3
1060,T. Storm
1061,Category 1
1062,Category 4
1063,T. Depression
1064,T. Depression
1065,T. Storm
1066,T. Storm
1067,T. Depression
1068,T. Storm
1069,T. Storm
1070,Category 2
1071,Category 1
1072,T. Storm
1073,T. Depression
1074,Category 2
1075,Category 1
1076,T. Storm
1077,Category 3
1078,T. Depression
1079,Category 1
1080,T. Depression
1081,Category 4
1082,Category 5
1083,T. Storm
1084,T. Depression
1085,Category 1
1086,T. Storm
1087,Category 1
1088,T. Depression
1089,Category 2
1090,T. Depression
1091,T. Storm
1092,T. Storm
1093,T. Depression
1094,T. Storm
1095,Category 1
1096,T. Depression
1097,Category 4
1098,Category 1
1099,Category 4
1100,T. Storm
1101,T. Depression
1102,Category 3
1103,T. Storm
1104,T. Storm
1105,T. Storm
1106,Category 2
1107,T. Storm
1108,T. Storm
1109,T. Depression
1110,Category 3
1111,T. Storm
1112,T. Depression
1113,T. Storm
1114,T. Storm
1115,Category 5
1116,Category 2
1117,T. Depression
1118,T. Storm
1119,T. Depression
1120,Category 1
1121,T. Depression
1122,Category 4
1123,T. Depression
1124,T. Storm
1125,T. Storm
1126,Category 1
1127,T. Storm
1128,T. Depression
1129,Category 3
1130,T. Storm
1131,T. Storm
1132,T. Depression
1133,Category 1
1134,T. Storm
1135,T. Depression
1136,Category 1
1137,T. Storm
1138,T. Storm
1139,T. Storm
1140,T. Depression
1141,T. Storm
1142,T. Depression
1143,T. Storm
1144,T. Storm
1145,T. Storm
1146,Category 1
1147,Category 2
1148,Category 2
1149,T. Depression
1150,T. Storm
1151,T. Depression
1152,T. Storm
1153,T. Storm
1154,T. Storm
1155,T. Depression
1156,T. Depression
1157,Category 4
1158,T. Depression
1159,T. Storm
1160,T. Storm
1161,T. Depression
1162,T. Storm
1163,T. Storm
1164,T. Storm
1165,T. Storm
1166,T. Depression
1167,Category 1
1168,T. Depression
1169,T. Storm
1170,T. Depression
1171,T. Depression
1172,T. Storm
1173,Category 1
1174,Category 4
1175,Category 1
1176,Category 2
1177,T. Storm
1178,T. Storm
1179,T. Storm
1180,Category 5
1181,T. Depression
1182,T. Depression
1183,T. Storm
1184,T. Storm
1185,Category 4
1186,T. Depression
1187,Category 1
1188,T. Storm
1189,T. Storm
1190,T. Depression
1191,T. Storm
1192,T. Depression
1193,T. Storm
1194,T. Storm
1195,T. Depression
1196,Category 1
1197,T. Depression
1198,T. Depression
1199,T. Depression
1200,T. Depression
1201,Category 3
1202,T. Storm
1203,T. Depression
1204,T. Depression
1205,T. Storm
1206,T. Depression
1207,Category 2
1208,Category 1
1209,T. Storm
1210,T. Depression
1211,T. Depression
1212,T. Storm
1213,T. Storm
1214,T. Storm
1215,Category 1
1216,Category 3
1217,T. Storm
1218,Category 1
1219,T. Storm
1220,Category 2
1221,T. Depression
1222,Category 5
1223,T. Storm
1224,T. Storm
1225,T. Depression
1226,T. Depression
1227,Category 3
1228,T. Storm
1229,T. Storm
1230,T. Storm
1231,T. Depression
1232,Category 3
1233,T. Depression
1234,T. Depression
1235,T. Storm
1236,T. Depression
1237,T. Storm
1238,T. Storm
1239,Category 1
1240,T. Depression
1241,T. Storm
1242,Category 1
1243,T. Storm
1244,T. Depression
1245,T. Depression
1246,T. Storm
1247,T. Storm
1248,T. Depression
1249,T. Storm
1250,T. Storm
1251,Category 1
1252,Category 1
1253,T. Depression
1254,T. Depression
1255,Category 1
1256,T. Storm
1257,T. Depression
1258,Category 3
1259,T. Storm
1260,T. Depression
1261,Category 1
1262,T. Depression
1263,T. Storm
1264,T. Depression
1265,T. Storm
1266,T. Depression
1267,T. Depression
1268,T. Storm
1269,T. Storm
1270,T. Depression
1271,T. Storm
1272,T. Depression
1273,T. Storm
1274,Category 3
1275,T. Storm
1276,Category 1
1277,T. Depression
1278,T. Depression
1279,T. Storm
1280,T. Storm
1281,Category 3
1282,T. Storm
1283,T. Storm
1284,Category 3
1285,Category 5
1286,T. Depression
1287,T. Depression
1288,T. Storm
1289,Category 4
1290,Category 4
1291,Category 4
1292,T. Storm
1293,T. Storm
1294,Category 5
1295,T. Storm
1296,T. Depression
1297,T. Storm
1298,T. Depression
1299,T. Storm
1300,T. Storm
1301,T. Depression
1302,Category 1
1303,Category 5
1304,T. Depression
1305,T. Depression
1306,T. Depression
1307,T. Depression
1308,T. Storm
1309,T. Depression
1310,T. Depression
1311,T. Depression
1312,Category 1
1313,T. Depression
1314,T. Storm
1315,T. Storm
1316,T. Storm
1317,T. Storm
1318,T. Storm
1319,T. Storm
1320,Category 5
1321,T. Storm
1322,T. Storm
1323,T. Depression
1324,Category 4
1325,T. Depression
1326,Category 1
1327,Category 1
1328,Category 1
1329,T. Depression
1330,T. Depression
1331,Category 4
1332,T. Storm
1333,T. Storm
1334,T. Storm
1335,Category 1
1336,T. Depression
1337,Category 1
1338,T. Depression
1339,T. Storm
1340,Category 1
1341,T. Storm
1342,Category 2
1343,T. Storm
1344,T. Depression
1345,T. Storm
1346,T. Depression
1347,T. Depression
1348,T. Storm
1349,T. Storm
1350,Category 1
1351,Category 1
1352,Category 4
1353,T. Storm
1354,T. Depression
1355,T. Depression
1356,T. Depression
1357,T. Depression
1358,T. Storm
1359,T. Storm
1360,T. Depression
1361,T. Depression
1362,T. Depression
1363,T. Depression
1364,T. Storm
1365,Category 4
1366,T. Depression
1367,T. Storm
1368,Category 1
1369,T. Storm
1370,T. Depression
1371,T. Storm
1372,Category 1
1373,T. Depression
1374,T. Storm
1375,T. Storm
1376,T. Storm
1377,T. Depression
1378,T. Depression
1379,T. Storm
1380,T. Depression
1381,Category 1
1382,T. Storm
1383,T. Storm
1384,T. Depression
1385,T. Storm
1386,T. Depression
1387,T. Storm
1388,T. Storm
1389,T. Depression
1390,Category 3
1391,Category 3
1392,T. Depression
1393,T. Storm
1394,Category 1
1395,T. Storm
1396,T. Storm
1397,T. Storm
1398,Category 3
1399,T. Storm
1400,T. Storm
1401,T. Storm
1402,T. Depression
1403,T. Storm
1404,T. Depression
1405,T. Depression
1406,T. Storm
1407,T. Storm
1408,T. Depression
1409,T. Depression
1410,T. Depression
1411,T. Storm
1412,T. Storm
1413,T. Storm
1414,T. Storm
1415,T. Storm
1416,T. Storm
1417,Category 1
1418,T. Depression
1419,T. Storm
1420,T. Depression
1421,T. Storm
1422,T. Storm
1423,T. Depression
1424,T. Storm
1425,T. Storm
1426,T. Storm
1427,T. Depression
1428,T. Depression
1429,T. Storm
1430,T. Storm
1431,T. Storm
1432,T. Storm
1433,T. Depression
1434,T. Depression
1435,Category 2
1436,T. Depression
1437,Category 3
1438,T. Depression
1439,T. Storm
1440,T. Depression
1441,T. Depression
1442,Category 3
1443,Category 3
1444,T. Storm
1445,Category 4
1446,T. Storm
1447,T. Storm
1448,T. Depression
1449,T. Storm
1450,T. Depression
1451,Category 2
1452,T. Storm
1453,T. Storm
1454,T. Storm
1455,Category 3
1456,T. Storm
1457,T. Depression
1458,T. Storm
1459,T. Storm
1460,T. Storm
1461,T. Depression
1462,T. Depression
1463,T. Storm
1464,T. Storm
1465,Category 1
1466,T. Storm
1467,T. Depression
1468,T. Depression
1469,T. Storm
1470,T. Storm
1471,Category 1
1472,T. Storm
1473,T. Depression
1474,Category 3
1475,Category 2
1476,T. Depression
1477,T. Storm
1478,T. Storm
1479,T. Storm
1480,T. Depression
1481,T. Depression
1482,Category 1
1483,T. Depression
1484,T. Depression
1485,T. Depression
1486,Category 1
1487,T. Storm
1488,T. Depression
1489,T. Depression
1490,T. Storm
1491,T. Depression
1492,T. Depression
1493,T. Storm
1494,T. Depression
1495,T. Depression
1496,T. Depression
1497,T. Depression
1498,T. Storm
1499,T. Depression
1500,T. Depression
1501,T. Depression
1502,T. Depression
1503,Category 1
1504,T. Storm
1505,T. Storm
1506,T. Storm
1507,T. Storm
1508,T. Storm
1509,T. Depression
1510,T. Depression
1511,T. Storm
1512,T. Depression
1513,T. Depression
1514,Category 1
1515,Category 1
1516,T. Storm
1517,T. Depression
1518,T. Storm
1519,Category 1
1520,Category 3
1521,Category 1
1522,T. Storm
1523,T. Storm
1524,Category 1
1525,T. Storm
1526,Category 1
1527,T. Storm
1528,T. Storm
1529,T. Storm
1530,T. Storm
1531,Category 1
1532,T. Storm
1533,T. Storm
1534,Category 1
1535,T. Depression
1536,T. Depression
1537,T. Depression
1538,Category 2
1539,T. Storm
1540,T. Storm
1541,T. Storm
1542,Category 4
1543,T. Storm
1544,T. Depression
1545,T. Storm
1546,T. Storm
1547,T. Storm
1548,T. Depression
1549,T. Depression
1550,T. Storm
1551,T. Depression
1552,T. Storm
1553,T. Depression
1554,T. Storm
1555,Category 3
1556,Category 1
1557,T. Storm
1558,T. Depression
1559,T. Depression
1560,T. Depression
1561,T. Storm
1562,T. Storm
1563,Category 3
1564,Category 1
1565,Category 1
1566,T. Depression
1567,T. Storm
1568,T. Depression
1569,T. Storm
1570,T. Storm
1571,T. Depression
1572,T. Depression
1573,T. Depression
1574,T. Depression
1575,T. Storm
1576,T. Storm
1577,Category 1
1578,Category 1
1579,T. Storm
1580,Category 1
1581,T. Depression
1582,Category 1
1583,Category 1
1584,T. Depression
1585,T. Storm
1586,T. Depression
1587,T. Storm
1588,Category 2
1589,Category 3
1590,Category 5
1591,Category 3
1592,T. Storm
1593,Category 4
1594,T. Depression
1595,T. Storm
1596,T. Depression
1597,Category 1
1598,T. Storm
1599,T. Storm
1600,T. Storm
1601,Category 4
1602,T. Storm
1603,T. Storm
1604,T. Storm
1605,T. Storm
1606,T. Storm
1607,T. Storm
1608,T. Depression
1609,Category 1
1610,T. Depression
1611,T. Depression
1612,T. Depression
1613,T. Depression
1614,Category 2
1615,Category 3
1616,Category 2
1617,T. Depression
1618,Category 2
1619,Category 1
1620,Category 2
1621,Category 3
1622,T. Storm
1623,T. Storm
1624,T. Depression
1625,T. Storm
1626,T. Depression
1627,Category 3
1628,T. Depression
1629,Category 2
1630,T. Storm
1631,Category 3
1632,Category 1
1633,Category 3
1634,T. Depression
1635,Category 1
1636,T. Storm
1637,T. Storm
1638,T. Storm
1639,T. Depression
1640,T. Storm
1641,Category 1
1642,T. Storm
1643,T. Storm
1644,T. Storm
1645,T. Storm
1646,T. Storm
1647,Category 1
1648,T. Storm
1649,T. Storm
1650,Category 4
1651,T. Depression
1652,T. Storm
1653,T. Storm
1654,Category 2
1655,T. Depression
1656,Category 1
1657,T. Storm
1658,Category 3
1659,T. Depression
1660,T. Storm
1661,T. Depression
1662,T. Depression
1663,T. Depression
1664,T. Storm
1665,Category 1
1666,T. Storm
1667,T. Depression
1668,T. Storm
1669,Category 1
1670,Category 1
1671,T. Depression
1672,Category 1
1673,T. Storm
1674,T. Depression
1675,Category 1
1676,T. Storm
1677,Category 4
1678,T. Storm
1679,Category 1
1680,Category 1
1681,Category 4
1682,T. Depression
1683,T. Storm
1684,T. Storm
1685,T. Storm
1686,T. Depression
1687,Category 1
1688,T. Storm
1689,T. Depression
1690,T. Depression
1691,T. Storm
1692,T. Storm
1693,Category 1
1694,T. Storm
1695,T. Storm
1696,Category 1
1697,T. Storm
1698,T. Depression
1699,T. Storm
1700,T. Storm
1701,Category 4
1702,Category 4
1703,T. Depression
1704,T. Depression
1705,T. Storm
1706,T. Storm
1707,T. Depression
1708,T. Depression
1709,Category 3
1710,Category 1
1711,Category 4
1712,T. Storm
1713,T. Storm
1714,T. Storm
